English_Name,Company,Email,Phone,Fax,Industrial_City,Classification
Star Industrial Group Instance,مجموعة مثيل النجوم الصناعية,ceo.mngsa@gmail.com,122882760,22882760,جدة الثانية,صناعة منتجات المطاط و البلاستيك
Mohammed Saeed Lotfi Ben Arar,محمد سعيد لطفي بن عرار,ahffmf@hotmail.com,172208884,72208883,عسيـــر,غير مصنف
Mohammed Abdulrahman Al-Awad Electrical Appliances,محمد عبدالرحمن العواد للادوات الكهربائية,CURRENT380V@HOTMAIL.COM,112481532,114792288,القصيم الأولى,صناعة الكهرباء والأجهزة الكهربائية
Mohammed Al-Mutairi Habas furniture and curtains,محمد هباس المطيري للأثاث و الستائر,info@thegallery.com.sa,138121777,138123645,الدمام الثانية,غير مصنف
Sweets & Bakeries Salehia,مخابز وحلويات الصالحيه,asas_1407@hotmail.com,145313383,45313383,حائل,صناعة المنتجات الغذائية والمشروبات
Jawad Center For Printing & Packaging,مركز الجواد للطباعة والتغليف,ahmesd@algawadgroup.net,135331357,35331357,الأحساء الأولى,صناعة منتجات المطاط و البلاستيك
Jeddah Center for Printing (Packaging and Printing Company and the Saudi paper and plastic branch),مركز جدة للطباعة ( فرع شركة التغليف والطباعة والورق والبلاستيك السعودي ),postmaster@jgcsa.com,126886240,26886240,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
SABIC Industrial Center,مركز سابك الصناعي,alsherehyf@sabic.com,112503131,112651101,الرياض الثانية,صناعات تحويلية اخرى
SABIC Industrial Center,مركز سابك الصناعي,alsherehyf@sabic.com,112503131,112651101,الرياض الثانية,غير مصنف
Al Jazeera Factory for Engineering Industries,مصانع الجزيرة للصناعات الهندسية,aljazeraryd@gmail.com,112652447,112651744,الرياض الثانية,غير مصنف
Factories happy industrial and medical gases,مصانع السعيد للغازات الصناعية والطبية,mohamed.a60belai@hotmail.com,163220699,63220699,القصيم الأولى,صناعات طبية
East Plastic Factories,مصانع الشرق للبلاستيك,fahad@alshary.com,114488888,114488333,الرياض الأولى,صناعة منتجات المطاط و البلاستيك
East factories for packaging,مصانع الشرق للتغليف,CHAIRMAN@ALSHARQFLEX.COM,112655551,112651804,الرياض الثانية,صناعة المعادن اللافلزية و مواد البناء
East factories for packaging,مصانع الشرق للتغليف,ibrahim@meitec.com.sa,112655551,112651804,الرياض الأولى,صناعة منتجات المطاط و البلاستيك
East factories for packaging,مصانع الشرق للتغليف,CHAIRMAN@ALSHARQFLEX.COM,112655551,112651804,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
East factories for paper and plastic,مصانع الشرق للورق والبلاستيك,fahad@alshary.com,114488888,114488333,الرياض الأولى,ورق ومنتجاتها
Middle factories products acrylic and fiberglass,مصانع الشرق لمنتجات الأكريليك والفايبرجلاس,farid@alsharqflex.com,126365555,126363333,جــدة الأولى,غير مصنف
Jomaih Bottling Plants,مصانع شركة الجميح لتعبئة المرطبات,headoffice@aljomaih.com.sa,112651746,112651696,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Hamza and Mohammed Jamal Khushaim company factories,مصانع شركة حمزة خشيم ومحمد جمال,khushaimjamal@gmail.com,138471415,138473276,الدمام الأولى,صناعة معدنية
Arvko factories for the production of adhesive tape,مصانع عارفكو لانتاج الشريط اللاصق,arifco@arifco.com,126360151,126377221,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Arvko Plastic Factories,مصانع عارفكو للبلاستيك,arifco@arifco.com,126360151,126377221,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Msta trailers developing,مصتع مقطورات النامى,alnmi_99@hotmail.com,114713573,114713573,جدة الثالثة,المركبات والمقطورة
Abjad Plastic Industries Factory,مصنع ابجد للصناعات البلاستيكية,info@abjed.com,126080966,126080963,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Creativity medical protection factory,مصنع ابداع الحماية الطبية,oommoo11@hotmail.com,112429631,114357777,الرياض الثالثة,صناعة منتجات المطاط و البلاستيك
Creativity Saraya Industries Light Factory,مصنع ابداع السرايا للصناعات الخفيفة,jaber@carpets.com,112658888,112659999,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Abrar Hussain Riad Factory For Metal Forming,مصنع ابرار حسين رياض لتشكيل المعادن,tts32@hotmail.com,112143089,112140995,الخرج,صناعة معدنية
Telegraphy Factory Printing & Packaging,مصنع ابراق للطباعة والتغليف,abraqpress@gmail.com,138368080,138128600,الدمام الثانية,غير مصنف
Ibrahim Hassan Lajimi factory for the production of fillings,مصنع ابراهيم حسن عجيمي لإنتاج الحشوات,brhoom1399@hotmail.com,125500154,25500154,جدة الثانية,المواد الكيميائية و منتجاتها
Ibrahim Dweik cellular plant formations glass,مصنع ابراهيم خلوي الدويك للتشكيلات الزجاجية,yoki200@hotmail.com,112147748,112428319,سدير,صناعة المعادن اللافلزية و مواد البناء
Ibrahim rests Alalehyana food factory,مصنع ابراهيم عاتق اللحياني للمواد الغذائية,ibrahim_atiq@yahoo.com,125207575,125207373,مكة المكرمة,غير مصنف
Ibrahim Abdulrahman Al Mana factory aluminum and glass products,مصنع ابراهيم عبدالرحمن المانع لمنتجات الألمنيوم والزجاج,info@almanco.com,112650065,112650903,الرياض الثانية,صناعة معدنية
Abu Jadayel factory Refreshments,مصنع ابو الجدايل للمرطبات,malghamdi@ab.com.sa,126081191,126081620,جــدة الأولى,غير مصنف
Factory Abu Jadayel Pipes made of fiberglass and polyethylene,مصنع ابو الجدايل لمواسير الفيبرجلاس والبولي اثيلين,info@ab.com.sa,126082293,26082293,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Gulf Union Juice Factory,مصنع اتحاد الخليج للعصيرات,abdiwe@gulf-union.com,112652855,112652779,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Union knowledge of the iron factory,مصنع اتحاد المعرفة للحديد,khaled@kalliance.com,11499760,114997050,الرياض الثانية,غير مصنف
Ahmed Ismail Castle Ji Plastic Products Factory,مصنع احمد اسماعيل قلعة جي للمنتجات البلاستيكية,kalaajiplas@hotmail.com,112654949,112654343,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Ahmed Saeed Kalash Factory Co. clothing GTR,مصنع احمد سعيد كلش وشركاه للغتر والملابس,kalashgotra@hotmail.com,148415470,48415470,المدينة المنورة,الملابس والمنسوجات و الجلود
Sadiq Ahmed Mustafa Naguib detergent plant,مصنع احمد صادق نجيب مصطفى للمنظفات,ahmadnajeeb2010@yahoo.com,126081411,126081380,جــدة الأولى,المواد الكيميائية و منتجاتها
Ahmed Aabdaheik factory and partner for the production of plastic water pipes and accessories,مصنع احمد عابدالشيخ وشريكة لانتاج مواسير المياه البلاستيكية ومستلزماتها,aaalsheikhfactory@gmail.com,126081754,126081688,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Ahmed Abdullah AlKhozim Plastic Factory and recycling,مصنع احمد عبدالله الخزيم للبلاستيك وتدوير,kuzpprf@hotmail.com,112651066,112651066,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Ahmed Omar Buqshan Paints Factory,مصنع احمد عمر بقشان للدهانات,BPI@BUGSHANPAINTS.COM,126883636,126378111,جــدة الأولى,المواد الكيميائية و منتجاتها
Ahmed Fahd al-Dakhil factory for perfumes and cosmetics,مصنع احمد فهد الدخيل للعطور ومستحضرات التجميل,info@aldakheeloud.com,114133997,114111129,الرياض الثانية,صناعات تحويلية اخرى
Ahmed Mohamed leper Plastic Factory,مصنع احمد محمد الابرص للبلاستيك,ahmed@al-abras.com,126474546,126495650,جــدة الأولى,غير مصنف
Land Construction Tiles Factory and edgings,مصنع ارض الاعمار للبلاط والبردورات,asulaiman@al-jazeerapaints.com,172211111,172382770,عسيـــر,صناعة المعادن اللافلزية و مواد البناء
Arkaz Engineering Industries Factory,مصنع اركاز للصناعات الهندسية,a.razek@tiseng.com,138175362,138172254,الدمام الثانية,غير مصنف
SK M Factory For Air Conditioning,مصنع اس كي ام للتكييف,hussain.sawad@skmaircon.com,138123335,138123337,الدمام الثانية,غير مصنف
Based Plastic Factory,مصنع اساس للبلاستيك,asas.steel@yahoo.com,172382643,72382643,عسيـــر,صناعة منتجات المطاط و البلاستيك
Asamku Factory For Aluminum Systems,مصنع اسامكو لانظمة الالمنيوم,abdullah@asamco-sa.com,138128884,135303656,الدمام الثانية,غير مصنف
Bracelets of precious metal jewelry factory,مصنع اساور للمعادن الثمينة والمجوهرات,m_tayer@yahoo.com,126455504,26455504,جــدة الأولى,صناعات تحويلية اخرى
Factory East Steel for cold rooms and restaurants equipment,مصنع استيل الشرق لغرف التبريد وتجهيزات المطاعم,babel_restaurant@yahoo.com,148456655,148457000,المدينة المنورة,صناعة الكهرباء والأجهزة الكهربائية
Western Cement Factory,مصنع اسمنت الغربية,yasharkm@hotmail.com,126356073,26356073,الرياض الثانية,المواد الكيميائية و منتجاتها
Western Cement Factory,مصنع اسمنت الغربية,abdullah-zain@live.com,114040391,114040391,الخرج,صناعة المعادن اللافلزية و مواد البناء
Shadan Asdaf Kitchens Factory,مصنع اصداف شدن للمطابخ,accountsppsa@permapipe.com.ae,138542006,138541426,الدمام الثانية,غير مصنف
Basha lights for metal shelves and pregnant factory,مصنع اضواء الباشا للرفوف والحوامل المعدنية,adwa_albasha@hotmail.com,114235249,114232935,سدير,صناعة معدنية
Horizons keynotes plant oils and asphalt coatings recycled recycled,مصنع افاق الاساسات للعوازل الاسفلتيه و الزيوت المعاد تكريرها,khhek@yahoo.com,112082321,112414270,الخرج,المنتجات النفطية المكررة
Oxygen Riyadh factory,مصنع اكسجين الرياض,mousa_399@hotmail.com,114485070,114486319,الرياض الثانية,المواد الكيميائية و منتجاتها
Oxygen Riyadh factory,مصنع اكسجين الرياض,mousa_399@hotmail.com,114485070,114468319,عسيـــر,المواد الكيميائية و منتجاتها
Riyadh Oxygen Mecca branch factory,مصنع اكسجين الرياض فرع مكة المكرمة,albassam80@gmail.com,125222562,114468319,مكة المكرمة,المواد الكيميائية و منتجاتها
Qassim Oxygen Plant,مصنع اكسجين القصيم,gof.co@hotmail.com,163220516,63220516,القصيم الأولى,المواد الكيميائية و منتجاتها
Factory of Salem Light Industries,مصنع ال سالم للصناعات الخفيفة,musaed@gedac.com,126380510,126380511,جــدة الأولى,المواد الكيميائية و منتجاتها
International Innovation Factory,مصنع الابتكار الدولية,mazin1st@hotmail.com,163220187,114766359,القصيم الأولى,صناعة الكهرباء والأجهزة الكهربائية
Creativity Memorial armor factory,مصنع الابداع للدروع التذكارية,alebdaa_2012@hotmail.com,172206622,172378364,عسيـــر,صناعة منتجات المطاط و البلاستيك
Innovation factory for metal handicraftsmetal furniture,مصنع الابداع للمشغولات المعدنية والأثاث المعدني,alebdafactory@gmail.com,112650085,112650107,الرياض الثانية,صناعة الخشب و الأثاث
Dependence Plastic Products Factory,مصنع الاتكال للمنتجات البلاستيكية,al.attas_hussein@hotmail.com,126477937,126479051,جدة الثانية,صناعة منتجات المطاط و البلاستيك
Tools and medical supplies factory,مصنع الادوات والمستلزمات الطبية,info@mdm-sa.com,112655554,112653449,الرياض الثانية,صناعات طبية
National pharmaceutical factory,مصنع الادوية الوطني,prpask@hotmail.com,112651002,112651006,الرياض الثانية,صناعات طبية
Plastic Factory polarization and molds,مصنع الاستقطاب للبلاستيك والقوالب,talaat90@estechtab.com,112650056,112650115,الرياض الثانية,غير مصنف
Polarizationfactory equipment and machinery,مصنع الاستقطاب للمعدات والمكائن,m.haroon@estechtab.com,112650037,112650115,الرياض الثانية,معدات ومكائن
Modern plant acid,مصنع الاسيد الحديث,mail@modernacid.com,138472121,138472121,الدمام الأولى,المواد الكيميائية و منتجاتها
Saudi Accreditation Aluminum Factory,مصنع الاعتماد السعودي للالمنيوم,haythm21@yahoo.ca,138473280,138473292,الدمام الأولى,غير مصنف
Plastic multi credits factory,مصنع الاعتمادات المتعدده للبلاستيك,dakhil50@hotmail.com,148321805,48321805,المدينة المنورة,صناعة منتجات المطاط و البلاستيك
Modern Dairy Factory - Badr Dairy,مصنع الالبان الحديثة - البان بدر,admin@mdpc.com.sa,112651282,112653277,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Aluminum Factory Hangers iron Saudi Arabia,مصنع الالمنيوم وهناجر الحديد السعودية,nasico@alnajim.com,138472482,138473022,الدمام الأولى,صناعات تحويلية اخرى
Amana Plastic Factory,مصنع الامانه للبلاستيك,amana77777@hotmail.com,165321147,65321147,حائل,صناعة منتجات المطاط و البلاستيك
Ansar Dates Factory and Sweets,مصنع الانصار للتمور والحلويات,alansardates@yahoo.com,148415463,148401966,المدينة المنورة,صناعة المنتجات الغذائية والمشروبات
Rivers Water Factory,مصنع الانهار للمياه,rwf@riverswater.net,126082030,26082030,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Optical signal factory,مصنع الإشارات الضوئية,info@trafficsignalfactory.com,138121359,138121359,الدمام الثانية,غير مصنف
Food Development Factory,مصنع الإنماء الغذائية,mshammakh@alenmaafood.com,126421666,126428063,جدة الثالثة,غير مصنف
Iwan Wood Works Factory,مصنع الإيوان للأعمال الخشبية,tamer_kaaki@hotmail.com,126081987,126082064,جــدة الأولى,صناعة الخشب و الأثاث
Concrete factory buildings,مصنع الأبنية الخرسانية,hrd@alabniah.com.sa,138353518,138352081,الدمام الثانية,غير مصنف
Leather and wooden doors Fastener Factory,مصنع الأبواب الجلدية والخشبية السحابة,info@alkhaldi-doors.com,114484211,114460218,الرياض الأولى,صناعة الخشب و الأثاث
Insulated doors for the industry factory,مصنع الأبواب المعزولة للصناعة,safwan.a.b@hotmail.com,126504097,126504098,جدة الثالثة,غير مصنف
Furniture Factory Saudi Wooden,مصنع الأثاث الخشبي السعودي,info@softdreams.com.sa,126375286,126375286,جــدة الأولى,صناعة الخشب و الأثاث
Modern furniture factory,مصنع الأثاث العصري,info@mf-factory.com,114489170,114462753,الرياض الأولى,صناعة الخشب و الأثاث
Sealing parts leak factory,مصنع الأجزاء المانعة للتسرب,fathyali@hotmail.com,138579967,138579967,الدمام الثانية,غير مصنف
Al-Ahsa factory motor oils,مصنع الأحساء لزيوت المحركات,ahsarefinery@yahoo.com,135820310,35820310,الأحساء الأولى,المواد الكيميائية و منتجاتها
Brothers plantplastic,مصنع الأخوين للمواد البلاستيكية,orifij@gmail.com,114980560,114980556,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Earth factory for the manufacture of detergents and plastic,مصنع الأرض لصناعة المنظفات والبلاستيك,ARD_EST@yahoo.com,112653088,112653091,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Rabbit hungry for meat processing factory,مصنع الأرنب الجائع لتجهيز اللحوم,tarek.fathy@hungrybunny.com.sa,138128725,138128727,الدمام الثانية,غير مصنف
Rural Food Industries Factory,مصنع الأرياف للصناعات الغذائية,alaruaf@hotmail.com,163812800,163263333,القصيم الأولى,صناعة المنتجات الغذائية والمشروبات
Lion Steel Factory,مصنع الأسد للحديد,fouadjubran@gmail.com,138422508,138422508,الدمام الثانية,غير مصنف
International Food Factory,مصنع الأغذية الدولية,fahad118@hotmail.com,138123737,137668442,الدمام الثانية,غير مصنف
Excellent food factory,مصنع الأغذية الممتازة,khalid.khaloufa@tanmiah.com,126377331,126377331,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
High Horizon Factory Advertising,مصنع الأفق العالي للدعاية والإعلان,info@highsky.com.sa,138494448,138494447,الدمام الثانية,غير مصنف
Aluminum factory and iron hangars Saudi Arabia,مصنع الألمنيوم وهناجر الحديد السعودية,sameermh@yhoo.com,138987280,138985220,الدمام الثانية,غير مصنف
Amjad Arabian Plastic Material Factory,مصنع الأمجاد العربية للمواد البلاستيكية,GOldeneyes93@YAHOO.COM,126080820,26080820,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Hope for school books and accounting records factory,مصنع الأمل للدفاتر المدرسية والسجلات المحاسبية,al_amalprinting_co@yahoo.com,112650244,112655509,الرياض الثانية,ورق ومنتجاتها
Hope Food Industries Factory,مصنع الأمل للصناعات الغذائية,alaliw@yahoo.com,135822790,35822790,الأحساء الأولى,صناعة المنتجات الغذائية والمشروبات
Hope for electrical panels factory,مصنع الأمل للوحات الكهربائية,info@alamal.com.sa,114982783,114983664,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Green Pipe Factory,مصنع الأنابيب الخضراء,rmady2a@hotmail.com,112495907,112495907,الخرج,صناعة منتجات المطاط و البلاستيك
Ancient Andalus factory for packages,مصنع الأندلس العريقة للعبوات,salman_rsx@hotmail.com,126065098,126065098,جدة الثانية,صناعة معدنية
Al-Andalus aluminum extrusion plant and the formation of,مصنع الأندلس لسحب وتشكيل الألمنيوم,hdjh@h.com,114482160,114487963,الدمام الثانية,غير مصنف
Ansar Dates Factory and Sweets,مصنع الأنصار للتمور والحلويات,adouli_1968@yahoo.com,148155599,48155599,المدينة المنورة,غير مصنف
The three systems for packaging factory,مصنع الأنظمة الثلاثة للتغليف,saad_draz@yahoo.ca,114015102,114034932,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Early Food Industries Factory,مصنع الأوائل للصناعات الغذائية,majdi@premierfood.com.sa,114995075,114989250,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Alba plant Steel Industries,مصنع البا للصناعات الحديدية,hazem.abuaisha@alamatfactory.com,114989062,14989062,الرياض الثانية,غير مصنف
Babtain factory for the manufacture of biscuits and food,مصنع البابطين لصناعة البسكويت والمواد الغذائية,abisco@abisco.com.sa,112651038,112651014,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Babtain plant poles and masts and galvanized accessories,مصنع البابطين للاعمدة والصواري المجلفنة وملحقاتها,kaha-yami@al-babtain.com.sa,112650003,112651983,الرياض الثانية,غير مصنف
Babtain factory lighting distribution panels,مصنع البابطين للانارة ولوحات التوزيع,kaha-yami@al-babtain.com.sa,112650003,112413395,الرياض الثانية,صناعة معدنية
Babtain factory for household appliances,مصنع البابطين للأجهزة المنزلية,abi@abeico.com.sa,112650700,112651391,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Babtain factory industry and the production of molds and,مصنع البابطين للصناعه وانتاج القوالب وال,abei@al-babtain.com.sa,112650700,112651391,الرياض الثانية,صناعة معدنية
Babtain plant boilers and equipment for laundries,مصنع البابطين للمراجل ومعدات المغاسل,abei@abeico.com.sa,112650700,112651391,الرياض الثانية,معدات ومكائن
Al-Baha factory for air-conditioning channels,مصنع الباحة لقنوات التكييف,eppc@hotmail.com,138177573,138121243,الدمام الثانية,غير مصنف
Baz Factory Mirrors and glass,مصنع الباز للمرايا والزجاج,albaz@albaz.sa,112651478,112651865,الرياض الثانية,غير مصنف
Bazei Industrial Gases Factory,مصنع البازعي للغازات الصناعية,al-bazei@hotmail.com,144277196,44277196,تبوك,المواد الكيميائية و منتجاتها
Mountain Dairy Plant,مصنع البان الجبل,info@ab.com.sa,126081191,126081195,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Albatall Chemical Industry Factory,مصنع البتال للصناعات الكيماوية,abdullah@albattalchem.com,138128882,138128880,الدمام الثانية,المواد الكيميائية و منتجاتها
Petra factory for elevators and escalators,مصنع البتراء للمصاعد والسلالم الكهربائية,mahboobalialam@gmail.com,126650436,126650436,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Batterjee for ice cream plant juices,مصنع البترجي للآيسكريم والعصيرات,jumbo@batterjee.com,126365164,126379627,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
BMC Food Industries Factory,مصنع البترجي للصناعات الغذائية,group@batterjee.com,126380043,26380043,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Batterjee Clothes Factory manufactures leather,مصنع البترجي للملابس والمصنوعات الجلديه,info@batterjeegarments.com,126365164,126379627,جــدة الأولى,الملابس والمنسوجات و الجلود
Batterjee Cosmetics Factory and Baby Care,مصنع البترجي لمستحضرات التجميل والعناية بالطفل,hany.mohamed@batterjeeholding.com,126084444,126602228,جــدة الأولى,غير مصنف
Saudi Al Badr factory Egyptian Metal Forming,مصنع البدر السعودي المصري لتشكيل المعادن,salahalabd@hotmail.com,126717102,126705312,جــدة الأولى,صناعة معدنية
Barrak factory doors for garages,مصنع البراك لأبواب الكراجات,barrakagd@gmail.com,135341070,135341070,الأحساء الأولى,صناعة معدنية
Al Baraka factory to produce quilts and pillows,مصنع البركة لإنتاج اللحف والمخدات,albarakah111@hotmail.com,126085052,26085052,جدة الثانية,الملابس والمنسوجات و الجلود
Al Baraka Polystyrene Factory,مصنع البركة للبوليستيرين,baraka2015@yahoo.com,114993000,114984314,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Al Baraka factory candies and sweets,مصنع البركة للسكاكر والحلويات,tariqob@babader.com,126364133,126364666,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
The first orchard packing factory and food packaging,مصنع البستان الأول لتعبئة وتغليف المواد الغذائية,randi-odeh@me.com,172384000,72384000,عسيـــر,صناعة المنتجات الغذائية والمشروبات
The first orchard packing factory and food packaging,مصنع البستان الأول لتعبئة وتغليف المواد الغذائية,govm@ah-bustan.net,172385000,172384000,عسيـــر,صناعة المنتجات الغذائية والمشروبات
National Plastic Factory,مصنع البلاستيك الاهلي,npf@npfco.com.sa,114480903,114464936,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
National Plastic Factory,مصنع البلاستيك الأهلي,npf@npfco.com.sa,114480142,114464936,الرياض الأولى,صناعة منتجات المطاط و البلاستيك
Modern Plastic Factory,مصنع البلاستيك الحديث,lotfy_rashwan@yahoo.com,138946341,138946341,الدمام الثانية,غير مصنف
Saudi Plastic Factory,مصنع البلاستيك السعودي,spfi@awalnet.net.sa,114982807,114983731,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Saudi Plastic Factory,مصنع البلاستيك السعودي,afarouk@spf-sa.com,126360424,126360910,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Albulk cement factory (BMC Global Branch),مصنع البلك الاسمنتي (فرع شركة البترجي العالمية),drsh1960@hotmail.com,126379670,126364147,جــدة الأولى,غير مصنف
Beet Plastic Factory Co.Ltd.,مصنع البنجر للبلاستيك المحدودة,ojamal@aldossary-group.com,138121290,138123651,الدمام الثانية,غير مصنف
Beet Plastic Factory Co.Ltd.,مصنع البنجر للبلاستيك المحدودة,raed@banjer.com,138306611,138341133,الدمام الثانية,غير مصنف
Factory Albawardi Steel Industries,مصنع البواردي للصناعات الحديدية,ataher@albawardi.com,138472685,138472312,الدمام الأولى,صناعة معدنية
Saudi polystyrene factory,مصنع البولسترين السعودي,mohdkhleif@hotmail.com,112651727,112651726,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Albeetmos factory Saudi Alvermekyulaat,مصنع البيتموس والفيرميكيولايت السعودي,timber@ousaimi.com.sa,138121087,138121077,الدمام الثانية,غير مصنف
Baida factory Metalwork,مصنع البيداء للأعمال الحديدية,aa.jgroub2@gmail.com,114983447,114983451,الرياض الثانية,صناعة معدنية
Albayrak factory for packaging,مصنع البيرق للتعبئة والتغليف,info@ramatfactory.com.sa,126380351,126380373,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Albayrak Products Factory cartoon,مصنع البيرق للمنتجات الكرتونية,mmutlak@gmail.com,126380373,26380373,المدينة المنورة,ورق ومنتجاتها
Bitar factory,مصنع البيطار,bitarglass@yahoo.com,138472364,138471572,الدمام الأولى,صناعة المعادن اللافلزية و مواد البناء
The first crown of the plant Interlock,مصنع التاج الأولى للانترلوك,abdullah@altajalola.com,173210620,173232324,جازان,صناعة المعادن اللافلزية و مواد البناء
Factory equipment and paper bags plastics,مصنع التجهيزات الورقية والأكياس البلاستكية,m.alsaieri@sidco.com.sa,138121135,138121061,الدمام الثانية,غير مصنف
Industrial control maintenance and operating plant,مصنع التحكم الصناعي للصيانة والتشغيل,haboobma@sealtech-sa.com,135652219,35652219,الأحساء الأولى,غير مصنف
Plant Specialist plastic,مصنع التخصصى للبلاستك,takhassosy@yahoo.com,114236371,114236720,الخرج,صناعة منتجات المطاط و البلاستيك
Progress rock-forming plant,مصنع التقدم لتشكيل الصخور,altakadom@gmail.com,126293697,26293697,جدة الثانية,صناعة معدنية
High-tech pressure vesselsheat exchangers factory,مصنع التقنية العاليه لأوعية الضغط والمبادلات الحرارية,m.abahussain@hietchksa.com,138123847,138123686,الدمام الثانية,غير مصنف
Modern Plastic Technology Factory,مصنع التقنية العصرية للبلاستيك,mtplastp@yahoo.com,114981333,114980333,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Technical Metal Products Factory,مصنع التقنية للمنتجات المعدنية,gm@tekkno-steel.com,126081888,126081934,جــدة الأولى,صناعة معدنية
Saudi hills Steel Industries factory,مصنع التلال السعودي للصناعات الحديدية,akram_sadi@hotmil.com,138191013,138191467,الدمام الثانية,غير مصنف
Saudi Arabian TV factory,مصنع التلفزيون العربي السعودي,tnf@satjed.com,126360155,122577201,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Tawhid Factory For Plastic Industry,مصنع التوحيد لصناعة البلاستيك,tawheedplas@gmail.com,126351000,126881743,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Fixed factory doors,مصنع الثابت للابواب,althabit@althabitdoors.com.sa,138474010,138473500,الدمام الأولى,غير مصنف
Thuraya factory for packages of paper and plastic factory branch of the National Paper Company,مصنع الثريا للعبوات الورقية والبلاستيكية فرع شركة المصنع الوطني للورق,jpfjeddah@hotmail.com,126360224,26360224,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Algabrin Leather Industries Factory,مصنع الجابرين للصناعات الجلدية,jabreenleather@gmail.com,112652499,112652697,الرياض الثانية,صناعة الخشب و الأثاث
Jazea factory for the production of polyethylene pipes,مصنع الجازع لإنتاج أنابيب البولي ايثيلين,hanon51@hotmail.com,138087056,138154338,الدمام الثانية,المواد الكيميائية و منتجاتها
Factory Jazi girl Hazza Duweish Plastic Industries,مصنع الجازي بنت هزاع الدويش للصناعات البلاستيكية,g_factory2002@hotmail.com,138250087,138250087,الدمام الثانية,غير مصنف
Mountain factory tahini halva,مصنع الجبل للطحينة والحلاوة الطحينية,aljaball@hotmail.com,138121013,138121337,الدمام الثانية,غير مصنف
Global new plant for recycling plastic and metal,مصنع الجديد العالمي لتدوير البلاستيك والمعادن,arbab666@yahoo.com,138183064,138962919,الدمام الثانية,غير مصنف
Jeraisy Furniture Manufacturing Factory,مصنع الجريسي لصناعة الأثاث,jff_info@jeraisy.com,114984222,114982355,الرياض الثانية,صناعة الخشب و الأثاث
Al Jazeera factory for food packaging,مصنع الجزيرة لتعبئة المواد الغذائية,salghamdi@gandour.com,126366869,26366869,جــدة الأولى,غير مصنف
Al Jazeera factory for coating rebar,مصنع الجزيرة لطلاء حديد التسليح,alshamali@jazeera-steel.com,138284499,138285755,الدمام الثانية,غير مصنف
Factory island home appliance,مصنع الجزيرة للاجهزة المنزلية,m.aldosary@aljazierah.com,114480353,114487214,الرياض الأولى,صناعة الكهرباء والأجهزة الكهربائية
Al Jazeera factory for household appliances,مصنع الجزيرة للأجهزة المنزلية,m.aldosary@al-jazierah.com,114489868,114469759,الرياض الأولى,صناعة الكهرباء والأجهزة الكهربائية
Al Jazeera factory for household utensils,مصنع الجزيرة للأواني المنزلية,a0505448817@hotmail.com,114980761,114980042,الرياض الثانية,ورق ومنتجاتها
Al Jazeera factory for spinning and Tatters,مصنع الجزيرة للغزل والموكيت,carpet2@al-sorayai.com,126081251,26081251,جــدة الأولى,الملابس والمنسوجات و الجلود
Al Jazeera Plastic Products Factory,مصنع الجزيرة للمنتجات البلاستيكية,yahya.allan@falconplastic.com.s,112651531,112651530,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
